step,total_energy,total_revenue
9853,24351588.697925624,3278829.720396752
9854,24354210.689806696,3278936.4354663114
9855,24356832.68168777,3279043.1505358717
9856,24359454.67356884,3279232.982748061
9857,24362076.665449917,3279422.81496025
9858,24364698.65733099,3279612.647172441
9859,24367320.649212062,3279802.47938463
9860,24369942.641093135,3279990.214003315
9861,24372564.63297421,3280177.9486220004
9862,24375186.624855284,3280365.6832406847
9863,24377808.616736356,3280553.41785937
9864,24380430.60861743,3280881.953442069
9865,24383052.600498505,3281210.4890247667
9866,24385674.592379577,3281539.024607465
9867,24388296.58426065,3281867.560190164
9868,24390918.576141723,3282556.3574573216
9869,24393540.5680228,3283245.1547244797
9870,24396162.55990387,3283933.9519916372
9871,24398784.551784944,3284622.7492587958
9872,24401406.543666016,3285426.9141687206
9873,24404028.535547093,3286231.079078646
9874,24406650.527428165,3287035.243988571
9875,24409272.519309238,3287839.408898497
9876,24411894.51119031,3288434.3388563124
9877,24414516.503071386,3289029.268814128
9878,24417138.49495246,3289624.1987719433
9879,24419760.48683353,3290219.1287297592
9880,24422382.478714604,3290782.0703866254
9881,24425004.47059568,3291345.012043492
9882,24427626.462476753,3291907.953700358
9883,24430248.454357825,3292470.8953572246
9884,24432870.446238898,3292993.196139935
9885,24435492.438119974,3293515.496922645
9886,24438114.430001047,3294037.7977053546
9887,24440736.42188212,3294560.098488065
9888,24443358.41376319,3294769.85783855
9889,24445980.405644268,3294979.617189036
9890,24448602.39752534,3295189.3765395223
9891,24451224.389406413,3295399.1358900075
9892,24453846.381287485,3295540.9856507736
9893,24456468.37316856,3295682.83541154
9894,24459090.365049634,3295824.6851723064
9895,24461712.356930707,3295966.534933072
9896,24464173.576470114,3296160.2329108235
9897,24466427.429522734,3296337.6111460645
9898,24468681.282990087,3296514.989413945
9899,24470935.136457436,3296692.3676818255
9900,24473188.98992478,3296875.8313540677
9901,24475349.463392135,3297051.69389431
9902,24477509.937046245,3297227.556449755
9903,24479670.410700355,3297403.419005199
9904,24481830.884354465,3297553.7879715255
9905,24483923.163008574,3297699.4105658513
9906,24486015.441799078,3297845.0331696705
9907,24488107.720589574,3297990.655773489
9908,24490199.99938007,3298221.2248962023
9909,24492279.766170576,3298450.415196515
9910,24494359.532986097,3298679.6054995856
9911,24496439.29980162,3298908.795802656
9912,24498519.066617142,3299061.4506869162
9913,24500662.01443267,3299218.7430565753
9914,24502804.96212183,3299376.0354169593
9915,24504947.90981099,3299533.3277773443
9916,24507090.85750015,3299902.557664186
9917,24509588.994189315,3300332.9866157295
9918,24512087.1301681,3300763.4154448737
9919,24514585.266146883,3301193.8442740184
9920,24517083.402125668,3301386.7003715807
9921,24519705.394006744,3301589.1181447995
9922,24522327.385887817,3301791.535918018
9923,24524949.37776889,3301993.953691237
9924,24527571.36964996,3302227.5731678405
9925,24530193.361531038,3302461.192644444
9926,24532815.35341211,3302694.8121210476
9927,24535437.345293183,3302928.4315976514
9928,24538059.337174255,3303415.0732907783
9929,24540681.32905533,3303901.7149839057
9930,24543303.320936404,3304388.356677033
9931,24545925.312817477,3304874.9983701603
9932,24548547.30469855,3305135.624363139
9933,24551169.296579625,3305396.2503561177
9934,24553791.288460698,3305656.8763490967
9935,24556413.28034177,3305917.502342075
9936,24559035.272222843,3306195.433481469
9937,24561657.26410392,3306473.3646208625
9938,24564279.25598499,3306751.2957602562
9939,24566901.247866064,3307029.22689965
9940,24569523.239747137,3307413.348710227
9941,24572145.231628213,3307797.470520804
9942,24574767.223509286,3308181.5923313815
9943,24577389.215390358,3308565.714141959
9944,24580011.20727143,3308705.4663092205
9945,24582633.199152507,3308845.2184764813
9946,24585255.19103358,3308984.970643743
9947,24587877.182914652,3309124.7228110037
9948,24590499.174795724,3309277.3227384817
9949,24593121.1666768,3309429.9226659606
9950,24595743.158557873,3309582.5225934386
9951,24598365.150438946,3309735.1225209176
9952,24600987.14232002,3309891.9176354054
9953,24603609.134201095,3310048.712749894
9954,24606231.126082167,3310205.507864381
9955,24608853.11796324,3310362.30297887
9956,24611475.109844312,3310442.2737312424
9957,24614097.10172539,3310522.2444836153
9958,24616719.09360646,3310602.215235988
9959,24619341.085487533,3310682.1859883606
9960,24621963.077368606,3311086.75933561
9961,24624585.069249682,3311491.3326828605
9962,24627207.061130755,3311895.90603011
9963,24629829.053011827,3312300.4793773596
9964,24632451.0448929,3312864.9942293544
9965,24635073.036773976,3313429.5090813497
9966,24637695.02865505,3313994.0239333445
9967,24640317.02053612,3314558.5387853393
9968,24642939.012417194,3315160.548121234
9969,24645561.00429827,3315762.5574571285
9970,24648182.996179342,3316364.566793023
9971,24650804.988060415,3316966.5761289173
9972,24653426.979941487,3317820.821083771
9973,24656048.971822564,3318675.0660386244
9974,24658670.963703636,3319529.310993478
9975,24661292.95558471,3320383.555948332
9976,24663914.94746578,3320687.969205724
9977,24666536.939346857,3320992.3824631176
9978,24669158.93122793,3321296.7957205097
9979,24671780.923109002,3321601.2089779023
9980,24674402.914990075,3321996.343154379
9981,24677024.90687115,3322391.4773308574
9982,24679646.898752224,3322786.6115073357
9983,24682268.890633296,3323181.745683813
9984,24684890.88251437,3323424.542132
9985,24687512.874395445,3323667.338580188
9986,24690134.866276518,3323910.1350283753
9987,24692756.85815759,3324152.9314765627
9988,24695378.850038663,3324354.300453029
9989,24698000.84191974,3324555.669429496
9990,24700622.83380081,3324757.0384059623
9991,24703241.276310544,3324958.13479071
9992,24705556.493048716,3325160.9477769737
9993,24707833.737393342,3325360.4343815628
9994,24710110.98181391,3325559.9209928047
9995,24712388.22623448,3325759.407604046
9996,24714665.470655046,3325929.7454867046
9997,24716816.767075617,3326090.6624589637
9998,24718968.06374808,3326251.5794500634
9999,24721119.360420544,3326412.496441164
10000,24723270.657093007,3326593.850750652
10001,24725372.572765473,3326771.042241841
10002,24727474.488536697,3326948.233741355
10003,24729576.404307924,3327125.4252408696
10004,24731678.320079148,3327336.457584301
10005,24733755.165850375,3327544.9728997317
10006,24735832.01167174,3327753.4882201967
10007,24737908.857493106,3327962.003540662
10008,24739985.70331447,3328172.180337784
10009,24742164.94513584,3328392.719610106
10010,24744344.186752412,3328613.2588617033
10011,24746523.428368986,3328833.798113301
10012,24748702.669985555,3329104.8957704026
10013,24751075.34160213,3329400.0561195044
10014,24753448.012831848,3329695.2164204805
10015,24755820.68406156,3329990.376721457
10016,24758193.355291273,3330147.684823987
10017,24760800.78752099,3330320.557580817
10018,24763408.219281185,3330493.4303065175
10019,24766015.651041377,3330666.303032219
10020,24768623.08280157,3330795.3709043483
10021,24771245.074682645,3330925.1595024616
10022,24773867.066563718,3331054.9481005752
10023,24776489.05844479,3331184.7366986885
10024,24779111.050325863,3331748.9893514947
10025,24781733.04220694,3332313.2420043014
10026,24784355.03408801,3332877.494657109
10027,24786977.025969084,3333441.747309916
10028,24789599.017850157,3333864.4124011444
10029,24792221.009731233,3334287.0774923735
10030,24794843.001612306,3334709.742583602
10031,24797464.99349338,3335132.407674832
10032,24800086.98537445,3335345.5756147625
10033,24802708.977255527,3335558.7435546946
10034,24805330.9691366,3335771.9114946253
10035,24807952.961017672,3335985.0794345564
10036,24810574.952898744,3336196.6741793593
10037,24813196.94477982,3336408.2689241613
10038,24815818.936660893,3336619.8636689642
10039,24818440.928541966,3336831.458413767
10040,24821062.92042304,3337004.7720771064
10041,24823684.912304115,3337178.0857404447
10042,24826306.904185187,3337351.3994037835
10043,24828928.89606626,3337524.7130671227
10044,24831550.887947332,3337700.386523154
10045,24834172.87982841,3337876.0599791864
10046,24836794.87170948,3338051.733435219
10047,24839416.863590553,3338227.406891251
10048,24842038.855471626,3338404.6535424106
10049,24844660.847352702,3338581.9001935716
10050,24847282.839233775,3338759.1468447326
10051,24849904.831114847,3338936.3934958926
10052,24852526.82299592,3339080.3408501633
10053,24855148.814876996,3339224.2882044343
10054,24857770.80675807,3339368.2355587054
10055,24860392.79863914,3339512.1829129765
10056,24863014.790520214,3339905.4816951375
10057,24865636.78240129,3340298.780477299
10058,24868258.774282362,3340692.0792594594
10059,24870880.766163435,3341085.378041621
10060,24873502.758044507,3341823.468756143
10061,24876124.749925584,3342561.559470665
10062,24878746.741806656,3343299.6501851873
10063,24881368.73368773,3344037.740899709
10064,24883990.7255688,3344739.123727896
10065,24886612.717449877,3345440.506556083
10066,24889234.70933095,3346141.8893842706
10067,24891856.701212022,3346843.2722124583
10068,24894478.693093095,3347122.7765469803
10069,24897100.68497417,3347402.280881503
10070,24899722.676855244,3347681.785216025
10071,24902344.668736316,3347961.289550548
10072,24904966.66061739,3348379.759454767
10073,24907588.652498465,3348798.229358987
10074,24910210.644379538,3349216.6992632058
10075,24912832.63626061,3349635.1691674255
10076,24915318.763306294,3349880.3012941293
10077,24917744.1273091,3350119.442184806
10078,24920169.491433427,3350358.583087465
10079,24922594.855557755,3350597.723990124
10080,24925020.219682083,3350849.719322641
10081,24927568.932806414,3351114.5306162587
10082,24930117.645684045,3351379.341884245
10083,24932666.358561676,3351644.1531522316
10084,24935215.071439303,3352011.677549186
10085,24937765.71631694,3352379.48054054
10086,24940316.361190706,3352747.283531337
10087,24942867.00606447,3353115.0865221345
10088,24945417.65093824,3353318.8830475486
10089,24947674.585812006,3353499.2121439627
10090,24949931.521273196,3353679.5412873114
10091,24952188.45673438,3353859.8704306604
10092,24954445.392195564,3354003.411525992
10093,24956580.979656752,3354139.234888523
10094,24958716.567360636,3354275.05826649
10095,24960852.155064516,3354410.881644457
10096,24962987.742768396,3354604.7930079694
10097,24965093.89047228,3354796.031219482
10098,24967200.038235042,3354987.269436341
10099,24969306.185997803,3355178.5076531996
10100,24971412.333760563,3355369.3246405055
10101,24973486.258523326,3355557.222224012
10102,24975560.183350533,3355745.119813357
10103,24977634.10817774,3355933.0174027025
10104,24979708.033004947,3356186.036231621
10105,24981914.36883216,3356455.2092025406
10106,24984120.704394545,3356724.3821411515
10107,24986327.03995693,3356993.555079763
10108,24988533.375519313,3357366.867056919
10109,24991023.255081702,3357788.154678874
10110,24993513.134077,3358209.4422048787
10111,24996003.0130723,3358630.729730883
10112,24998492.892067596,3358973.8350564353
10113,25001114.883948673,3359335.1455376474
10114,25003736.875829745,3359696.456018859
10115,25006358.86771082,3360057.766500071
10116,25008980.85959189,3360174.9695371552
10117,25011602.851472966,3360292.172574239
10118,25014224.84335404,3360409.3756113225
10119,25016846.83523511,3360526.5786484065
10120,25019468.827116184,3360889.724523936
10121,25022090.81899726,3361252.870399465
10122,25024712.810878333,3361616.0162749933
10123,25027334.80275941,3361979.1621505213
10124,25029956.794640478,3362226.940383283
10125,25032578.786521554,3362474.718616045
10126,25035200.778402627,3362722.4968488063
10127,25037822.7702837,3362970.275081568
10128,25040444.76216477,3363337.09174573
10129,25043066.754045848,3363703.908409892
10130,25045688.74592692,3364070.725074054
10131,25048310.737807997,3364437.5417382168
10132,25050932.729689065,3364681.124783968
10133,25053554.72157014,3364924.70782972
10134,25056176.713451214,3365168.290875471
10135,25058798.705332287,3365411.873921223
10136,25061420.69721336,3365550.3150925436
10137,25064042.689094435,3365688.7562638638
10138,25066664.680975508,3365827.1974351853
10139,25069286.672856584,3365965.638606506
10140,25071908.664737653,3366108.7993632117
10141,25074530.65661873,3366251.9601199185
10142,25077152.6484998,3366395.120876625
10143,25079774.640380874,3366538.2816333314
10144,25082396.632261947,3366732.3090325315
10145,25085018.624143023,3366926.336431731
10146,25087640.616024096,3367120.36383093
10147,25090262.60790517,3367314.3912301296
10148,25092884.59978624,3367503.4368447554
10149,25095506.591667317,3367692.4824593803
10150,25098128.58354839,3367881.5280740056
10151,25100750.575429462,3368070.5736886314
10152,25103372.567310534,3368350.0780231534
10153,25105994.55919161,3368629.5823576762
10154,25108616.551072683,3368909.0866921986
10155,25111068.788354393,3369170.495186429
10156,25113446.749424975,3369797.801316848
10157,25116068.74130605,3370489.4827750754
10158,25118690.733187124,3371181.1642333027
10159,25121312.725068197,3371872.84569153
10160,25123934.71694927,3372437.884941901
10161,25126556.708830345,3373002.924192272
10162,25129178.700711418,3373567.9634426436
10163,25131800.69259249,3374133.0026930147
10164,25134422.684473563,3374563.271560699
10165,25137044.67635464,3374993.5404283833
10166,25139666.66823571,3375423.8092960673
10167,25142284.77228514,3375853.440170579
10168,25144661.215023987,3376233.9086530684
10169,25146980.963246163,3376605.3003434385
10170,25149300.711581722,3376976.6920519616
10171,25151620.459917285,3377348.0837604855
10172,25153940.208252843,3377616.2466680757
10173,25156430.800588407,3377904.1591420663
10174,25158921.39258228,3378192.071576558
10175,25161411.98457615,3378479.98401105
10176,25163902.576570023,3378878.47873007
10177,25166524.5684511,3379297.997431041
10178,25169146.56033217,3379717.516132013
10179,25171768.552213244,3380137.034832985
10180,25174390.544094317,3380376.9470901033
10181,25177012.535975393,3380616.859347221
10182,25179634.527856465,3380856.7716043396
10183,25182256.519737538,3381096.6838614577
10184,25184646.197065,3381211.388373176
10185,25186819.228260703,3381315.6938705705
10186,25188992.2598897,3381419.999388762
10187,25191165.291518692,3381524.304906953
10188,25193338.323147684,3381652.9483793895
10189,25195467.88477668,3381779.018427826
10190,25197597.446492612,3381905.0884814095
10191,25199727.008208547,3382031.158534993
10192,25201856.569924477,3382228.5689060595
10193,25203963.913640417,3382423.9196685273
10194,25206071.257400785,3382619.2704351135
10195,25208178.601161152,3382814.621201699
10196,25210285.94492152,3383074.035218601
10197,25212369.529681895,3383330.5245026024
10198,25214453.11448978,3383587.0137924533
10199,25216536.699297667,3383843.503082305
10200,25218620.284105554,3383982.26983051
10201,25220754.307913445,3384124.395816115
10202,25222888.331620455,3384266.521795002
10203,25225022.355327465,3384408.6477738884
10204,25227156.37903447,3384574.674818294
10205,25229407.173741482,3384749.7866464998
10206,25231657.96821495,3384924.898456536
10207,25233908.762688417,3385100.0102665713
10208,25236159.557161886,3385400.7164082257
10209,25238781.549042962,3385751.014523538
10210,25241403.540924035,3386101.3126388495
10211,25244025.532805108,3386451.6107541607
10212,25246647.52468618,3386630.9549988257
10213,25249269.516567256,3386810.2992434907
10214,25251891.50844833,3386989.643488156
10215,25254513.5003294,3387168.9877328216
10216,25257135.492210474,3387423.3209452857
10217,25259757.48409155,3387677.65415775
10218,25262379.475972623,3387931.987370214
10219,25265001.467853695,3388186.320582678
10220,25267623.459734768,3388551.8262509
10221,25270245.451615844,3388917.331919122
10222,25272867.443496916,3389282.8375873435
10223,25275489.43537799,3389648.343255565
10224,25278111.42725906,3389758.2047153823
10225,25280733.419140138,3389868.066175199
10226,25283355.41102121,3389977.9276350164
10227,25285977.402902283,3390087.789094833
10228,25288599.394783355,3390404.263514879
10229,25291221.38666443,3390720.737934924
10230,25293843.378545504,3391037.2123549692
10231,25296465.370426577,3391353.686775015
10232,25299087.36230765,3391520.9698570278
10233,25301709.354188725,3391688.25293904
10234,25304331.346069798,3391855.536021053
10235,25306953.33795087,3392022.8191030654
10236,25309575.329831943,3392212.913514443
10237,25312197.32171302,3392403.007925821
10238,25314819.31359409,3392593.102337199
10239,25317441.305475164,3392783.1967485766
10240,25320063.297356237,3392899.6131880963
10241,25322685.289237313,3393016.029627616
10242,25325307.281118385,3393132.446067136
10243,25327929.272999458,3393248.8625066555
10244,25330551.26488053,3393405.9198203315
10245,25333173.256761607,3393562.977134008
10246,25335795.24864268,3393720.034447684
10247,25338417.24052375,3393877.0917613604
10248,25341039.232404824,3394189.108795208
10249,25343661.2242859,3394501.125829056
10250,25346283.216166973,3394813.142862904
10251,25348905.208048046,3395125.159896751
10252,25351330.224173874,3395796.404360381
10253,25353952.21605495,3396522.171713062
10254,25356574.207936022,3397247.9390657432
10255,25359196.199817095,3397973.706418424
10256,25361818.191698167,3398506.7573678466
10257,25364440.183579244,3399039.8083172683
10258,25367062.175460316,3399572.859266691
10259,25369684.16734139,3400105.910216113
10260,25372306.15922246,3400669.6384705435
10261,25374928.151103538,3401233.3667249745
10262,25377550.14298461,3401797.0949794054
10263,25380172.134865683,3402360.8232338363
10264,25382794.126746755,3402694.0784019204
10265,25385246.21125231,3403005.7383425757
10266,25387509.816323195,3403293.4425470857
10267,25389773.421771042,3403581.146799507
10268,25392037.027218886,3403910.7277527135
10269,25394642.941666737,3404290.14889632
10270,25397248.855429962,3404669.5699402452
10271,25399854.76919319,3405048.9909841716
10272,25402460.68295642,3405364.045958146
10273,25405082.674837496,3405681.0447765677
10274,25407704.66671857,3405998.04359499
10275,25410326.65859964,3406315.0424134117
10276,25412948.650480714,3406518.7711825706
10277,25415302.45646733,3406701.661907731
10278,25417620.939734776,3406881.808057611
10279,25419939.423072863,3407061.9542129813
10280,25422257.906410955,3407233.0582833323
10281,25424498.994749047,3407398.4506026832
10282,25426740.08324193,3407563.8429334573
10283,25428981.171734806,3407729.2352642324
10284,25431222.260227684,3407827.843157919
10285,25433330.56972057,3407920.608775606
10286,25435438.879479006,3408013.3744049766
10287,25437547.189237442,3408106.1400343482
10288,25439655.498995878,3408250.1375908493
10289,25441746.94975432,3408392.9836776503
10290,25443838.400546476,3408535.829766755
10291,25445929.85133863,3408678.675855859
10292,25448021.302130785,3408845.573629073
10293,25450092.029922944,3409010.8177068867
10294,25452162.757756542,3409176.061788009
10295,25454233.485590145,3409341.30586913
10296,25456304.213423744,3409719.6278443285
10297,25458589.899257347,3410137.2226461284
10298,25460875.584661033,3410554.817369381
10299,25463161.27006472,3410972.412092635
10300,25465446.9554684,3411214.6947454256
10301,25467771.57987209,3411461.104932216
10302,25470096.2041979,3411707.5151107516
10303,25472420.828523707,3411953.925289287
10304,25474745.452849515,3412242.8760929857
10305,25477367.44473059,3412568.789683803
10306,25479989.436611664,3412894.70327462
10307,25482611.428492736,3413220.6168654375
10308,25485233.42037381,3413424.8700329736
10309,25487855.412254885,3413629.1232005088
10310,25490477.404135957,3413833.3763680444
10311,25493099.39601703,3414037.62953558
10312,25495721.387898102,3414385.3056590105
10313,25498343.37977918,3414732.981782441
10314,25500965.37166025,3415080.6579058706
10315,25503587.363541324,3415428.334029301
10316,25506209.355422396,3415892.426592251
10317,25508831.347303472,3416356.519155201
10318,25511453.339184545,3416820.6117181517
10319,25514075.331065618,3417284.704281102
10320,25516697.32294669,3417636.8377907295
10321,25519319.314827766,3417988.9713003575
10322,25521941.30670884,3418341.1048099855
10323,25524563.29858991,3418693.238319614
10324,25527185.290470984,3419040.12784548
10325,25529807.28235206,3419387.0173713462
10326,25532429.274233133,3419733.9068972114
10327,25535051.266114205,3420080.796423078
10328,25537673.257995278,3420233.396350557
10329,25540295.249876354,3420385.9962780345
10330,25542917.241757426,3420538.596205513
10331,25545539.2336385,3420691.196132992
10332,25548161.22551957,3420892.8273086464
10333,25550783.217400648,3421094.4584843013
10334,25553405.20928172,3421296.0896599554
10335,25556027.201162793,3421497.7208356108
10336,25558649.193043865,3421696.4678201955
10337,25561271.18492494,3421895.2148047807
10338,25563893.176806014,3422093.961789366
10339,25566515.168687087,3422292.7087739515
10340,25569137.16056816,3422422.235172876
10341,25571759.152449235,3422551.7615718013
10342,25574381.144330308,3422681.2879707264
10343,25577003.13621138,3422810.8143696515
10344,25579625.128092453,3423082.977126907
10345,25582247.11997353,3423355.139884162
10346,25584869.1118546,3423627.302641418
10347,25587491.103735674,3423899.465398674
10348,25590113.095616747,3424547.0973932985
10349,25592735.087497823,3425194.729387924
10350,25595357.079378895,3425842.361382549
10351,25597979.071259968,3426489.9933771743
10352,25600601.06314104,3427039.300676259
10353,25603223.055022117,3427588.607975344
10354,25605845.04690319,3428137.9152744287
10355,25608467.03878426,3428687.222573514
10356,25611089.030665334,3429304.963860695
10357,25613711.02254641,3429922.705147875
10358,25616333.014427483,3430540.446435056
10359,25618955.006308556,3431158.187722237
10360,25621576.998189628,3431739.4833222707
10361,25624198.990070704,3432320.778922305
10362,25626820.981951777,3432902.074522339
10363,25629442.97383285,3433483.370122373
10364,25632064.965713922,3433774.149021984
10365,25634686.957595,3434064.9279215955
10366,25637308.94947607,3434355.706821206
10367,25639930.941357143,3434646.485720817
10368,25642552.933238216,3434904.751921103
10369,25645174.925119292,3435163.0181213887
10370,25647796.917000365,3435421.2843216737
10371,25650418.908881437,3435679.55052196
10372,25653040.90076251,3435899.273441594
10373,25655662.892643586,3436118.9963612277
10374,25658284.88452466,3436338.719280862
10375,25660906.87640573,3436558.442200496
10376,25663528.868286803,3436791.0128803467
10377,25666150.86016788,3437023.5835601976
10378,25668772.852048952,3437256.1542400494
10379,25671394.843930025,3437488.7249199008
10380,25673907.957856536,3437564.620960481
10381,25675997.08480537,3437627.7125943354
10382,25678086.212602172,3437690.804253799
10383,25680175.34039897,3437753.8959132624
10384,25682264.468195774,3437884.675313342
10385,25684352.23899258,3438015.3697652216
10386,25686440.009792093,3438146.0642172713
10387,25688527.780591607,3438276.7586693214
10388,25690615.55139112,3438454.4279643595
10389,25692687.84319064,3438630.779996499
10390,25694760.135021113,3438807.132031272
10391,25696832.426851586,3438983.484066045
10392,25698904.71868206,3439280.8579437183
10393,25701139.183512535,3439601.503646892
10394,25703373.648018662,3439922.149303521
10395,25705608.11252479,3440242.7949601505
10396,25707842.577030916,3440530.5939885397
10397,25710226.817537047,3440837.684165729
10398,25712611.057743624,3441144.774304336
10399,25714995.297950197,3441451.864442943
10400,25717379.538156774,3441567.02324492
10401,25719834.802363355,3441685.612506098
10402,25722290.066427883,3441804.201760415
10403,25724745.33049241,3441922.791014732
10404,25727200.59455694,3442099.5700273784
10405,25729822.586438015,3442288.3534428147
10406,25732444.578319088,3442477.136858252
10407,25735066.57020016,3442665.92027369
10408,25737688.562081233,3442939.1318276976
10409,25740310.55396231,3443212.3433817048
10410,25742932.54584338,3443485.554935713
10411,25745554.537724454,3443758.766489721
10412,25748176.529605526,3443985.3065882456
10413,25750798.521486603,3444211.84668677
10414,25753420.513367675,3444438.386785295
10415,25756042.505248748,3444664.92688382
10416,25758664.49712982,3444936.8274418875
10417,25761286.489010897,3445208.727999954
10418,25763908.48089197,3445480.628558022
10419,25766530.47277304,3445752.529116089
10420,25769152.464654114,3446054.0581824128
10421,25771774.45653519,3446355.587248735
10422,25774396.448416263,3446657.1163150584
10423,25777018.440297335,3446958.645381383
10424,25779640.432178408,3447090.007174624
10425,25782262.424059484,3447221.3689678665
10426,25784884.415940557,3447352.730761108
10427,25787506.40782163,3447484.092554351
10428,25790128.3997027,3447553.3131400105
10429,25792750.391583778,3447622.533725671
10430,25795372.38346485,3447691.7543113315
10431,25797994.375345923,3447760.974896992
10432,25800616.367226996,3447951.855905934
10433,25803128.092471767,3448134.7095037526
10434,25805410.46542337,3448300.8662546296
10435,25807692.838833686,3448467.0230389005
10436,25809975.212243993,3448643.450503518
10437,25812402.531654306,3448831.0822939347
10438,25814829.850774724,3449018.714061943
10439,25817257.169895142,3449206.345829951
10440,25819684.48901556,3449643.5060035386
10441,25822290.44913598,3450112.839421226
10442,25824896.408899117,3450582.172774567
10443,25827502.368662257,3451051.5061279084
10444,25830108.328425393,3451536.735835804
10445,25832705.663188532,3452020.3595687007
10446,25835302.99796892,3452503.9833048093
10447,25837900.332749303,3452987.6070409166
10448,25840497.66752969,3453633.5642007994
10449,25843119.659410767,3454285.6535816225
10450,25845741.65129184,3454937.742962445
10451,25848363.643172912,3455589.8323432677
10452,25850985.635053985,3456216.4884028444
10453,25853607.62693506,3456843.144462421
10454,25856229.618816134,3457469.8005219977
10455,25858822.50596123,3458089.500549675
10456,25861349.391750507,3458581.2325242693
10457,25863727.950671796,3459044.100090352
10458,25866106.509889737,3459506.9677141625
10459,25868485.069107674,3459969.8353379737
10460,25870863.62832561,3460317.3428397146
10461,25873471.612543553,3460698.369333956
10462,25876079.596302643,3461079.395761158
10463,25878687.58006173,3461460.422188361
10464,25881295.563820817,3461672.4512679754
10465,25883735.00357991,3461870.777720389
10466,25886174.443676088,3462069.104200208
10467,25888613.883772265,3462267.430680027
10468,25891053.32386844,3462472.831536126
10469,25893394.62296462,3462669.9689200236
10470,25895735.92225708,3462867.106320448
10471,25898077.221549537,3463064.2437208737
10472,25900418.520841993,3463255.059613209
10473,25902679.757134456,3463439.3503710446
10474,25904940.99358704,3463623.64114193
10475,25907202.230039623,3463807.931912816
10476,25909463.466492206,3464020.7142630043
10477,25911641.58094479,3464225.6748329927
10478,25913819.69556362,3464430.635418624
10479,25915997.81018245,3464635.5960042556
10480,25918175.924801275,3464824.6563531696
10481,25920279.450420104,3465007.242376884
10482,25922382.976188112,3465189.828413547
10483,25924486.501956116,3465372.4144502096
10484,25926590.027724117,3465576.035744552
10485,25928665.792492125,3465776.9697740953
10486,25930741.557315655,3465977.903809013
10487,25932817.32213918,3466178.8378439303
10488,25934893.086962707,3466412.7765395413
10489,25937087.301786236,3466660.064550153
10490,25939281.516372863,3466907.3525340664
10491,25941475.730959494,3467154.64051798
10492,25943669.945546117,3467590.630956342
10493,25946237.08213275,3468100.720996105
10494,25948804.21797353,3468610.8108876697
10495,25951371.353814315,3469120.9007792333
10496,25953938.4896551,3469378.384504064
10497,25956560.481536176,3469641.3702897364
10498,25959182.47341725,3469904.3560754075
10499,25961804.465298325,3470167.3418610794
10500,25964426.457179394,3470295.5572640635
10501,25967048.44906047,3470423.772667048
10502,25969670.440941542,3470551.988070033
10503,25972292.432822615,3470680.203473017
10504,25974914.424703687,3471118.862714721
10505,25977536.416584764,3471557.521956424
10506,25980158.408465836,3471996.181198128
10507,25982780.400346912,3472434.840439832
10508,25985402.39222798,3472813.4560674587
10509,25988024.384109057,3473192.071695085
10510,25990646.37599013,3473570.687322712
10511,25993268.367871203,3473949.3029503394
10512,25995890.359752275,3474235.624463753
10513,25998512.35163335,3474521.945977166
10514,26001134.343514424,3474808.2674905793
10515,26003756.3353955,3475094.5890039927
10516,26006378.32727657,3475372.7823425746
10517,26009000.319157645,3475650.9756811564
10518,26011622.311038718,3475929.1690197377
10519,26014244.30291979,3476207.36235832
10520,26016866.294800863,3476373.59664358
10521,26019488.28668194,3476539.8309288393
10522,26022110.27856301,3476706.0652141
10523,26024732.270444088,3476872.29949936
10524,26027354.262325156,3477044.5643659467
10525,26029976.254206233,3477216.8292325325
10526,26032598.246087305,3477389.094099119
10527,26035220.237968378,3477561.3589657056
10528,26037842.22984945,3477724.9712590845
10529,26040464.221730527,3477888.5835524634
10530,26043086.2136116,3478052.195845843
10531,26045708.205492675,3478215.8081392213
10532,26048330.197373744,3478381.518026105
10533,26050952.18925482,3478547.2279129894
10534,26053574.181135893,3478712.9377998724
10535,26056196.173016965,3478878.6476867567
10536,26058818.164898038,3479457.3212949093
10537,26061440.156779114,3480035.994903062
10538,26064062.148660187,3480614.6685112156
10539,26066684.140541263,3481193.3421193683
10540,26069306.13242233,3482058.3372409344
10541,26071928.124303408,3482923.3323625
10542,26074550.11618448,3483788.3274840666
10543,26077172.108065553,3484653.3226056327
10544,26079794.099946626,3485372.7971777995
10545,26082416.0918277,3486092.2717499654
10546,26085038.083708774,3486811.746322132
10547,26087660.07558985,3487531.220894299
10548,26090282.06747092,3488306.543893532
10549,26092904.059351996,3489081.8668927653
10550,26095526.051233068,3489857.189891999
10551,26098148.04311414,3490632.5128912325
10552,26100770.034995213,3490961.8350714953
10553,26103392.02687629,3491291.157251758
10554,26106014.018757362,3491620.479432021
10555,26108636.01063844,3491949.801612284
10556,26111258.002519507,3492310.849894307
10557,26113879.994400583,3492671.8981763306
10558,26116501.986281656,3493032.9464583546
10559,26119123.97816273,3493393.9947403786
10560,26121745.9700438,3493773.1347663817
10561,26124367.961924877,3494152.274792385
10562,26126989.95380595,3494531.414818388
10563,26129611.945687026,3494910.554844391
10564,26132233.937568095,3495115.332410303
10565,26134855.92944917,3495320.1099762144
10566,26137477.921330243,3495524.8875421262
10567,26140099.913211316,3495729.6651080386
10568,26142721.90509239,3495880.691840388
